NIT,NOMBRE,CALIFICACION_PROMEDIO
22864451,"Steele, Miller and Wagner",1
25594966,"Norris, Simmons and Newman",4
59777007,Lucas-Ramos,5
30019386,Rice LLC,1
70017724,"Jones, Smith and Day",1
73974321,"Reeves, Lopez and Newton",5
00629232,Nichols Inc,3
80788706,Nguyen PLC,3
35085874,"Smith, English and Thompson",2
87561708,"Mckenzie, Burton and Haynes",5
48417389,Campbell Ltd,3
48524957,"Ferguson, Cummings and Salazar",1
69011856,Lopez-Wagner,3
10656662,Chase-Hall,2
97519171,Lee LLC,3
97267157,Murray and Sons,3
25726558,Cox-Rivera,5
81056743,"Yates, Curtis and Weiss",3
57622132,"Erickson, Beltran and Tate",1
63866803,Greene-Taylor,5
10146835,"Thomas, Taylor and Curtis",2
86476362,Wolf Ltd,2
47373914,"Bowen, Armstrong and Vance",5
62894142,Boyd-Sheppard,3
54615403,King Ltd,2
62481137,Jones PLC,2
29164196,Gallagher PLC,5
68160265,Daniels Group,2
60931399,"Garcia, Clark and Barnett",2
34734810,"Watts, Cross and Cox",5
04992424,Williams-Horton,3
64002644,Howell Inc,5
22363121,Dixon-Moody,2
07496257,Scott PLC,2
24789684,Anderson-Nelson,2
25101362,Christian and Sons,3
13256524,"Hill, Ortiz and Nelson",3
02710860,Porter Group,2
69672682,"Carpenter, Young and Moreno",1
56305340,"Yang, Thompson and Carson",3
76807572,"Kramer, Frye and Booker",1
32895414,Jones PLC,3
04100287,"Andersen, Spencer and Sparks",3
34897027,"Taylor, Hall and Ritter",1
26652061,"Campbell, Harris and Walker",4
05625710,"Jacobs, Henry and Day",4
07003462,Tanner-Byrd,1
45021640,Carter Inc,2
46413178,Dunn-Cruz,1
21160240,"Brown, Barron and Salinas",2
59693154,Robinson-Mcdonald,4
85832121,Lee Group,1
56582321,"White, Smith and Rodriguez",3
87785296,Cruz PLC,2
94224498,Graham-Martin,4
76294723,"Luna, Johnson and Cochran",2
01583441,Mendez Ltd,3
44290481,"Gonzalez, Huber and Kennedy",2
28277729,Harper Ltd,5
53701060,Dominguez Group,4
54081970,Mendoza-Best,5
04398622,"Mcgrath, Johnson and Lam",4
03441640,Galloway Group,4
59167785,"Shaw, Johns and Leon",2
49884951,"Archer, Bennett and Jimenez",4
22645432,Osborne-Morrison,3
56826784,"Webb, Gonzalez and Graves",3
86626453,Copeland Group,2
76468070,Foster Ltd,5
11246879,"Hooper, Brown and Ross",4
35718352,Wade-Bray,1
27804599,"Todd, Owens and Flynn",2
16214651,Butler Inc,1
65505595,Chambers-Koch,2
38697135,Nelson and Sons,4
42982265,Stone LLC,2
19039398,Bradley-Yates,2
39080691,Hall Inc,3
59025801,Robinson PLC,4
02534770,Campbell-Anderson,2
93642934,David-Stokes,4
48882477,Smith Inc,3
71869643,"Simmons, Mcdonald and Dixon",4
49026047,Sanchez Inc,2
39578617,"Simmons, Barber and Oneal",5
67977086,Mcpherson-Norris,5
72932469,"Lewis, Miller and Valdez",5
30349827,Vincent PLC,1
60793683,Robertson-Sanchez,3
06593766,Young-Johnson,1
29804818,"Weber, Morgan and Smith",4
96181157,Brown Ltd,2
08405166,"Newton, Williams and Martinez",5
91982131,Williams-Solis,2
71124858,Baker Group,4
54111967,Jones-Ward,5
07756221,"Sherman, Massey and Guzman",5
25861389,"Marsh, Yates and Thornton",1
98320134,Warner Group,4
48419253,Lucero-Benjamin,3
11680307,Sims and Sons,4
51712662,Stout PLC,5
61035348,Adams-Ford,5
43626373,Miller Inc,1
56314168,Johnson-Montoya,3
86158053,Gray and Sons,5
54139138,"Jackson, Cunningham and Nielsen",5
89909829,"Lewis, Hampton and Kane",4
03547939,"Hammond, Anderson and Hernandez",2
47040915,Allen Inc,1
54405431,Clark and Sons,1
32541021,White LLC,5
15168634,Johnson Inc,3
27578377,Jones-White,2
75531843,Garcia Group,4
98236558,"Jones, Burton and Richardson",2
10450819,Ray-Bell,4
95481593,Ward LLC,4
13685737,Morales LLC,2
37239916,Ray-Andrews,4
16839984,Chen Ltd,1
78241862,"Carroll, Greer and Baker",4
36593835,Smith Inc,3
03699218,Williams-Ortiz,5
60153999,"Simmons, Graves and Martinez",4
34888193,Perkins-Morales,4
33036052,"Cox, Bishop and Kirk",2
77138651,"Sparks, Taylor and Smith",3
89042298,Lyons Group,1
12680252,Martin PLC,4
42295921,"Martinez, Tapia and Tate",5
34592939,"Thomas, Ellis and Gonzalez",1
54538191,Russell PLC,5
59745228,Davis-Gonzalez,5
91987525,"Brown, Boyd and Buck",5
28235972,Robinson Ltd,2
36474837,"White, Conrad and Gamble",2
51150358,Thompson PLC,4
42353089,"Jones, Welch and Knight",1
91604453,"Jones, Holt and Sawyer",3
14610998,"Melton, Coleman and Gibson",5
34062654,Cannon Ltd,1
81732319,Price PLC,2
32032017,"Harrington, Jordan and Hughes",2
90109850,Garcia-Rich,1
64438696,Gray and Sons,1
16916821,Erickson Group,5
34619773,White-Hopkins,4
92374638,Short-Hayes,5
25268317,Harrison and Sons,5
89202340,Buck LLC,4
70969900,Jordan Ltd,2
95868677,Lewis-Ray,4
06724818,Harris-Clark,2
49032147,Browning LLC,4
84899644,Williams-Wood,4
11160366,Martinez Ltd,1
81477128,Pratt and Sons,5
03652251,Dodson LLC,5
34807217,"Rhodes, Brown and Griffith",3
34433263,Hernandez LLC,4
41781340,"Arellano, Weeks and Blake",5
05095605,"Riley, Jenkins and Garcia",5
21207266,"Larson, Maldonado and Newton",5
21149375,Ferguson-Allen,4
17560191,"Reed, Rojas and Mercado",5
82257491,"Christensen, Roberts and Harper",5
35120018,Wilson and Sons,5
07196461,Edwards LLC,5
84255679,Roy-Jones,3
78731240,Durham Ltd,2
46887290,Brown-Kaiser,1
99266431,Murphy-Young,1
51494315,Jennings PLC,2
41997901,"Walker, Miller and Perkins",1
93641159,"Bartlett, Garrett and Massey",5
17353366,Nelson and Sons,1
72779415,"Adams, Cohen and Sutton",4
24986557,Warren-Melendez,5
90412448,Hart-Carr,1
86242882,Morgan LLC,5
28114086,"Foster, Oconnell and Alexander",4
30227736,"Singleton, Fletcher and Williams",2
95042114,Blair and Sons,3
13487720,Davis PLC,4
72435007,Myers-Erickson,2
13653613,"Wilson, Wright and Taylor",5
94345490,Carlson-Martinez,2
33558615,"Mitchell, Parker and Smith",1
83053856,Haas-Pearson,4
77064479,Winters Ltd,2
77122407,"Anderson, Jackson and Bullock",5
33578323,Sanchez-Schneider,4
98266098,Rice Inc,4
33387291,"Rowe, Smith and Mcknight",5
81324842,Gonzalez Inc,3
30685185,Adams-Murphy,3
00075213,Doyle-Vasquez,1
33855554,Gonzalez-Byrd,1
90206061,Smith PLC,3
16305748,Cowan PLC,5
75299491,"Blackwell, Turner and Williams",5
76780301,Johnson Group,1
78963665,"Doyle, Hill and White",1
63966404,Shannon Group,4
35838821,Frazier Group,3
04537168,Moore-Buchanan,1
36255474,"Holmes, Gordon and Ferguson",2
62450515,Clark Inc,5
81272761,"Rodgers, Brown and Thomas",3
16640184,"Hester, Silva and Decker",1
89959367,"Brown, Cook and Sharp",1
07028939,Roberts-Lane,5
64232843,Lawson Ltd,1
93919401,"Hansen, Thompson and Howard",4
96478851,Silva LLC,3
42314400,Hernandez-Smith,2
73213840,Smith-Warner,4
77045607,Nguyen-Carney,3
28467465,Garcia-Fox,2
30697218,Young-Pacheco,4
94704525,Baker Ltd,2
83050152,Little LLC,3
05122813,Russell-Saunders,3
68686314,Taylor LLC,1
16969964,Larsen-Villanueva,2
31769594,White-Anderson,5
32301991,Miranda PLC,3
39107169,Jones-Nguyen,2
73457510,Bond Group,5
08576415,Montgomery and Sons,2
57411439,"Green, Paul and Mann",2
34043370,"Everett, Santiago and Miller",5
61735200,Walker-Smith,1
38001963,Harrison Inc,1
35027959,Marshall-Parks,2
28982821,"Shields, Mcclain and Rodriguez",4
15551153,Singleton PLC,4
68815592,Martinez and Sons,4
87380583,"Perry, Ross and Moore",4
90708374,Gardner LLC,4
03157855,Castillo-Perkins,5
91487018,Butler PLC,5
99579586,Noble-Dean,2
96924099,Campbell-Davis,1
59336211,Williams-Perry,4
40787763,"Dunlap, West and Tyler",5
95584157,Flores-Morrison,5
01844047,Scott PLC,2
78802964,Andersen-Tucker,5
90880193,Mason-Williams,2
17983747,"Johnson, White and Kim",2
79542685,Smith-Hernandez,3
82943271,Williams-Williams,5
94299984,Klein LLC,5
08108197,Taylor-Li,4
36988518,Brock-Young,5
81147632,Delacruz-Larsen,5
35375173,"Hubbard, Blair and Sims",3
03163986,Daniels Inc,2
82816209,"Frank, Chapman and Friedman",2
11618072,"Jones, Bradford and Kim",3
10829523,"West, Wilson and Shaw",1
03020951,Johnson Inc,5
78972100,Howell-Williams,4
82393175,Landry PLC,4
14831171,"Mendoza, Wilson and Berry",4
67367153,"Arnold, Bailey and Lowe",2
53250056,Roy Inc,3
36668304,Crawford Inc,1
74466061,"Snyder, Welch and Martinez",5
70787962,Marshall-Pierce,5
09240735,"Russell, Doyle and Williams",2
89747650,Lynch-Stewart,5
98878628,"Griffin, Hernandez and Obrien",2
84015891,Weaver-Thompson,2
72015858,Miller-Warner,3
25411232,Jackson Group,5
75311797,Johnson-Mclean,5
14139031,Doyle Ltd,4
87409420,"Quinn, Hernandez and Carr",2
47818996,Perez-Smith,4
65167816,"Flores, Wilson and Coleman",3
38831317,"Harvey, Rogers and Freeman",3
17672429,"Vargas, Simpson and Grant",3
05370160,Williamson Group,5
80124443,"Santos, Yu and Baker",3
49305968,Carlson Inc,4
27309827,"Prince, Hines and Herrera",5
83354700,Petty-Stewart,2
54941328,"Ruiz, Bradshaw and Gonzalez",2
15932082,"Sanchez, Marshall and Lester",1
65838822,"Robertson, Miller and Stone",2
22513946,Mendoza LLC,5
48747059,Zimmerman-Quinn,3
37337896,Chambers Inc,1
50738496,"Peterson, Greer and Vincent",2
42523567,Lewis-Singleton,2
11078241,"Mcdaniel, Krueger and Stokes",5
48727112,"Howard, Baker and Obrien",3
17143905,Perkins PLC,2
05776801,Leblanc LLC,4
62606561,Flores-Yates,1
61273160,Jordan Inc,2
72113769,Sanders LLC,2
01225167,Zamora Ltd,5
10189887,"Martin, Grant and Lucero",2
99586768,Black Inc,4
01511581,"Velasquez, Raymond and Rosario",5
52968099,Levy PLC,3
18741513,Nguyen PLC,4
40389509,"Williams, Williams and Harvey",3
96441121,Ward-Dixon,5
57499673,Reynolds and Sons,3
93268660,"Ferguson, Ryan and Wong",4
41161753,"Hill, Price and Allen",4
54696198,Brooks-Bryant,2
51065492,Love-Mckee,4
69632211,Smith and Sons,3
75479343,Morgan LLC,4
14620935,Phillips PLC,5
28851417,"Hall, Price and Smith",1
69661662,"Hunt, Carlson and Vaughan",4
82022495,Zimmerman Ltd,4
10061541,Davis-Rogers,1
89111994,Guzman-Miles,1
51867027,Ware Ltd,1
89957196,"Murray, Li and Hodge",4
33652887,Shaw-Smith,1
82867874,Cummings-Barker,3
15053213,Cross Group,4
51708719,Jones Ltd,3
14584244,Coleman-Scott,3
93847414,Monroe-Rivera,5
89475393,Chang-Reid,5
86698320,Armstrong-Bailey,2
03108604,Jones Ltd,2
78565425,Hernandez-Brooks,2
50707478,Green-Franco,4
38757907,Huffman and Sons,4
97666370,Davis Group,1
64991542,Dyer Ltd,3
31474832,Stark Ltd,4
96657058,"Jones, Raymond and Martin",5
94722628,"Valdez, Thomas and Booker",2
51238520,Allen-Russo,4
25630763,"Cooper, Carroll and Robinson",1
15787477,"Hobbs, Forbes and Bowman",1
08163899,Jones PLC,4
90822681,"Castillo, Maldonado and Hamilton",1
78514935,"Campos, Atkinson and Patel",5
26123806,Rojas PLC,4
66045731,Mcdonald-Morgan,5
23438590,Sanchez-Lara,1
75935283,"Atkinson, Morris and Rivera",2
47382381,Guzman PLC,5
62137133,Lara-Wolfe,5
74141777,Henry-Graham,5
03969397,Nunez Group,2
42199137,Edwards and Sons,4
56597134,"Key, Rodriguez and Lawrence",4
29454693,Caldwell LLC,5
35332947,"Rice, Barrett and Hartman",4
61810938,"Mayo, Jones and Powers",4
79180238,"Johnston, Murray and Herrera",1
07080470,"Moody, White and Herrera",4
12974535,Williams-Martin,2
59075288,Bradley LLC,1
62097406,Roberson and Sons,2
71761077,Wood Ltd,1
20201227,Chavez-Holland,1
80562801,Rice Group,5
28037675,"Roberts, Scott and Wagner",2
55262149,"White, Vaughn and Anderson",2
35917588,Gonzalez Inc,3
90948978,"Ward, Martinez and Bright",5
55928632,Ortiz Ltd,1
79319515,Moore Ltd,5
70147520,"Stanley, Walker and Hayes",3
12570560,Reed Group,2
34214541,Page-Pittman,1
64457499,Mccormick-Willis,3
30670488,Jones-Williams,3
25644265,Moran and Sons,2
72371275,Walker Group,3
31338875,Herrera-Taylor,2
26520445,Jenkins-Washington,2
47377400,James-Good,3
25009798,Park and Sons,2
25247671,Lopez PLC,5
03002322,Gibson-Garcia,5
89137178,"Wagner, Clark and Jacobs",2
52945731,Romero-Fernandez,3
26796338,Farrell-Pierce,2
29260867,Case Ltd,1
70762778,"Parker, Christensen and Brown",2
11366331,Harris-Garcia,2
89568460,"Anderson, Rocha and Rodriguez",5
71529967,"Moreno, Martinez and Brown",3
85108905,Salinas Ltd,3
56829693,Beck-Leonard,1
62580571,Mckenzie-Powell,4
13763374,"Stephens, Richardson and Lopez",5
35431565,Reeves LLC,5
40477459,"Moore, Barry and Gray",5
73368373,"Bush, Smith and Baker",5
66664994,"Aguilar, Brown and Skinner",5
35747789,"Harper, Parker and Sandoval",1
91096708,Snyder-Mcdonald,2
48779678,Bell PLC,5
77782496,Adams-Torres,1
77578426,Owens-Young,1
27260913,"Smith, Vazquez and Roberts",4
96347218,"Dennis, Thomas and Horton",2
76847448,"Johnson, Moore and Glover",1
96206355,"Stevens, Cervantes and Fisher",3
40465920,Nichols-Miller,2
89960769,Payne PLC,5
03662687,Sloan Group,1
19876498,"Ball, Garcia and Olson",1
48269483,"Bryan, Lambert and Thomas",3
74831142,Lloyd-Sawyer,1
24073110,"Howard, Thompson and Reynolds",3
32098631,Cameron Inc,4
86611459,"Martinez, Mccarthy and Lewis",1
67088966,"Jones, Wright and Malone",1
66510215,Harris Group,1
07757662,Murray-Johnston,3
16948679,"Mann, Carter and Hart",2
98457052,Hernandez LLC,1
38903656,"Stone, Doyle and Smith",4
83711497,Lewis and Sons,3
29094943,Andrews Ltd,2
50803620,Wood-Reid,3
16046931,Rivers-Mccarthy,1
22700407,Rogers and Sons,5
93654852,Hurley Inc,4
07096792,"Hernandez, Hill and Mcpherson",5
39419842,Miller PLC,3
59679400,Webb Ltd,4
09311466,"Mathis, Phillips and Lynch",2
47674974,Campbell-Brown,3
15986054,Hendrix-Hunt,2
93093194,"Williams, Garcia and Hurley",1
81505760,Mayo Inc,5
82720223,Davidson LLC,4
59929246,Rodgers-Robinson,2
30416987,Wright LLC,3
61182905,"Ramos, Hill and Rose",1
58721193,"Todd, Norman and Hughes",1
27274170,"Delgado, Ryan and Evans",3
97584971,Lane-Perry,4
97813750,Rodriguez LLC,1
52776748,Cain LLC,5
40755298,Long PLC,5
24631327,"Velasquez, Baker and Williams",4
08417794,"Fletcher, Mann and Marquez",1
64828251,Ruiz-Burns,5
01988635,"Lara, Berger and Ortega",3
90261770,Valdez-Duke,1
50596959,"Williams, Haas and Fernandez",4
55365024,Franklin Inc,1
05226108,"Barton, Anderson and Carlson",1
40053424,Gibson PLC,3
06124816,"Brown, Ellis and Blake",3
75603649,Pierce-Gibson,3
91641601,Baldwin LLC,2
75425227,"West, Howe and Coleman",3
87258189,Dalton PLC,2
71534145,Mata-Moore,2
72472330,Baker-Wood,5
05423163,Porter and Sons,4
16333949,Dunn-Price,5
12967803,Parks-Baker,3
72425411,"Martinez, Collier and Wright",4
19751160,Doyle Group,4
97018643,Higgins-Reid,4
83080760,Tapia-Powers,1
66702597,"Ballard, Strong and Cooper",2
25787610,"Gordon, Knight and Hamilton",1
35334842,Gonzalez-Brown,3
26610993,Sawyer Inc,3
30224933,Macias-Hamilton,1
18950694,Crawford-Ford,2
93639941,Anderson LLC,3
23920439,Clark-Hill,5
88639024,"Miller, Lutz and Kelly",3
75878979,Reyes-Nash,4
00748384,Johnson-Mathews,2
47701656,"Scott, Knox and Collins",1
03033678,Larsen-Maynard,3
02269221,Bush-Rodriguez,5
57252469,"Koch, Brown and Wilson",3
98338603,Barrett-Vargas,5
29616411,Fowler and Sons,3
07261541,Swanson and Sons,1
58490884,Jacobs-Kelly,5
15645449,Cobb-Boyd,3
41796177,Alvarado-Martin,1
66702450,Russell PLC,3
56555677,Cohen-Petersen,5
28340591,Frank-Lawrence,2
61626751,"Mcneil, Johnson and Sanchez",2
29589098,"Wallace, Rios and Greer",3
89931530,Walsh PLC,4
20106430,Hoffman PLC,3
70505276,White-Greene,4
78218635,"Middleton, Lowe and Harmon",5
62101325,"Hill, Diaz and Vargas",2
51823863,"Jones, Weaver and Stephens",2
66328582,Greene LLC,2
16353053,"Brown, Schroeder and Cruz",1
50674206,Watts-Lopez,2
88552729,Garcia-Cline,1
38375194,Jones and Sons,1
61603769,Santos LLC,5
54682863,Shaw-West,2
66484479,Holmes-Crawford,1
46919526,"Anderson, Mccoy and Smith",3
00728010,"Wong, Dillon and Cobb",3
29025534,Williams LLC,2
53706720,Gonzalez-Cole,3
71457192,Gray and Sons,1
97946229,"Mccall, Hill and Nelson",2
59070122,"Davis, Wright and Glenn",5
43234240,Perez-Webb,3
75914820,Johnson-Mccormick,2
68861650,"Wood, Massey and Bowers",1
79357562,Johnson and Sons,1
11885658,Cowan-Villegas,3
08754424,Malone PLC,3
72613337,Lopez-Blair,3
18540444,Alexander-Brown,5
34501764,Rios-Hudson,1
53349163,"Wilson, Wiggins and Diaz",3
51795368,Parker-Rodgers,1
99108335,Romero and Sons,3
33873220,Crawford-Schmidt,1
17444774,Ward Inc,1
99939434,Bautista-Willis,5
88071954,Smith-Gould,1
64398280,Lee-Parker,4
82099145,"Mcgee, Schmidt and Hall",3
93634359,Miller Ltd,1
50208357,"Bond, Velasquez and Mckee",1
68854812,Smith-Ortiz,4
45872518,Hays PLC,4
21458958,Short-Bell,2
77444127,Nelson and Sons,4
16101418,"Hicks, Larsen and Garcia",5
71527918,"Martin, Jones and Mcdonald",2
04321118,Patton-Collins,5
70600223,Dominguez Group,4
64228457,"Sanchez, Torres and Clark",4
02090580,"Guzman, Lopez and Haas",5
15661715,"Moses, Wilson and Fitzgerald",3
68803131,Martinez-Eaton,3
30374041,Watts Inc,4
17666831,Chandler LLC,2
58463710,"Fletcher, Goodman and Morris",4
00245012,Adams-Gilmore,3
07852848,Wilson-Brown,2
67855001,Olson PLC,4
13065973,"Cabrera, Brooks and Ramirez",5
15871992,Salazar-Adams,3
13205058,"Conway, Wilson and Mcdonald",5
72602805,Wang-Wilson,4
59001737,Newton-Ray,2
10648957,"Wolfe, Morgan and Owens",5
25771442,Robles-Hughes,5
54442610,"Higgins, Haas and Phillips",3
59139461,"Marsh, Delgado and Hunter",5
60468512,Heath-Campbell,1
68592844,Lewis and Sons,2
89396568,Osborne-Shah,4
20096762,Morales-Mitchell,5
11024576,Anderson PLC,1
42519171,"Nolan, Johnson and Lopez",1
74699100,"Bryant, Jimenez and Thompson",3
96136324,"Odom, Dixon and Moore",4
94921328,Green Inc,2
48529327,Grimes PLC,5
23719118,Daniel-Terrell,3
71332239,"Taylor, Mason and Bryant",4
12806973,Crosby-Rasmussen,2
10947678,West Group,5
64830087,"Ferrell, Chavez and Becker",5
29506002,"Richardson, Powell and Owens",3
94018608,Willis-Olson,2
75858308,"Freeman, Wood and Perkins",3
39446329,Harrington-Turner,1
83497063,"Curry, Howell and Roberts",2
51941055,Beltran Group,1
29630264,Kelly-Moon,4
41334430,Wallace-Dean,2
72004258,Johnson-Vincent,3
00232210,"Walton, Smith and Lopez",1
38131455,Ewing and Sons,1
45968617,"Bell, Mckay and Martin",2
99516918,Gomez-Jones,3
87936643,Clements and Sons,2
69262456,"Jones, Johnston and Mckee",3
29003341,Wilson Inc,2
26103914,Hunt-Smith,3
57718842,Caldwell-Williams,3
03130971,"Moore, Smith and Mills",5
98548095,Shaffer Group,4
41496749,Knight Ltd,4
40502335,"Johnson, Johnston and Thomas",2
39343628,Ochoa-Hopkins,4
98505791,Estrada-Miller,5
35276029,Roman Group,2
57631165,Hanson-Moore,4
58543924,Jones Inc,1
52889554,Henry-Simon,5
28361657,Carlson-Hart,5
48322881,Bailey-Wallace,5
95327983,Dixon LLC,2
04259855,Bean-Mcclure,2
34505649,Fleming Inc,3
15743169,Marshall PLC,1
93269339,"Lee, Stone and Jordan",5
66156147,Jarvis-Matthews,3
22888044,Case-Hernandez,2
98163649,"Smith, Bennett and Santana",3
65991992,Quinn and Sons,2
49638493,Miller and Sons,4
86225427,Norton-Lucas,5
17816625,"Harris, Best and Sanders",5
75831585,"Miller, Rhodes and Riley",3
05468836,"Lee, Ward and Floyd",3
06501723,Spencer Ltd,4
94543599,Clark and Sons,1
35069355,Whitaker Group,1
15200815,"Buckley, Kline and Williams",2
45983160,Clark-Roberson,3
93395366,Ali LLC,5
81145034,Barrett-Campos,1
12295586,Lara and Sons,3
40347561,Rivera-Bass,3
20386191,Mann-Hanson,5
06344177,Diaz Ltd,3
82141721,"Cunningham, Kemp and Miller",5
64659152,"Sanchez, Sanchez and Vang",5
66845614,Dunn PLC,2
30933583,Dodson-Murillo,3
42792482,"Rosario, Robinson and Jones",2
28946731,Brown-Cannon,5
25878073,Rogers-Brown,2
82564957,"Booker, Hardy and Alexander",3
94477559,"Proctor, Anderson and Walker",5
75437985,Lyons LLC,5
41044667,"Marks, Ochoa and Leach",1
28495802,Howard and Sons,5
60400505,Crawford-Benjamin,1
54870512,Adams Inc,5
97288138,Allen-Fitzgerald,4
66210429,"Short, Mayer and Long",5
36988082,Kim-Rowe,1
08016614,Rangel Ltd,3
96649954,"Pierce, Stokes and Palmer",1
34953532,Whitney Group,4
01400120,"Waller, Phillips and Anderson",3
73752875,Acosta-Richardson,2
68170530,Lewis-Hayes,4
01900736,Lopez-Hobbs,4
51102760,"Walsh, Henry and Bradley",4
69695414,Freeman-Hudson,2
63745962,Gomez Inc,3
76275920,Gibson Inc,5
38961151,Craig-Bryant,1
30578418,Wolfe-Brooks,3
87203813,Barnes-Floyd,2
42912064,Tanner and Sons,4
92047952,"Johnson, Ward and Lopez",1
09152458,"Carroll, Martin and Ramirez",2
35311942,Brown Ltd,1
59210009,"Peck, Santiago and Martinez",3
93262361,Rubio PLC,1
75610593,"Duarte, Sanders and Vargas",1
63193763,"Mcknight, Hess and Lynn",1
10760772,Burton and Sons,4
61072800,Ortiz-Glenn,1
60047007,Walsh Group,5
56460667,"Chapman, Hughes and Williams",4
12078943,Patton-Barton,5
39517630,Small Ltd,2
79995955,Smith-Boyd,5
54213838,"Park, Williams and Hill",4
78175921,Miles-Valdez,4
46916969,"Jones, Hayden and Wilson",5
44787462,"Salinas, Barry and Moses",4
82151720,Nash-Bean,4
37504922,"Herrera, Skinner and Jones",5
73676607,"Rodriguez, Simpson and Savage",4
23552715,"Lawrence, Alexander and Bradley",2
84426017,Morris-Santiago,5
22117656,Andrews-Pierce,5
10281055,"Knight, Johnson and Wilcox",4
72613634,Lawrence Ltd,3
13101374,"Lee, Velazquez and Hall",2
94867725,Gonzalez-Bradley,4
14392313,"Stafford, Russo and Collins",4
34012093,Mcintyre PLC,4
21378805,Chung-Klein,2
81793549,Garcia Inc,4
60151360,Randall-Anderson,4
62320788,Carlson-Rice,1
48675192,West Group,4
27762998,Smith-Williams,4
61873421,Hart Group,2
14787805,"Hanna, Henderson and Kirby",5
58910399,"Huang, Carr and Davis",3
99502676,"Odom, Flynn and Cruz",4
53417336,Peterson-Garcia,3
21309021,Miller and Sons,3
72652121,"Brown, Petersen and Lewis",5
74655854,"Jones, Shaw and Brandt",5
06075927,Douglas-Tanner,1
82250980,"Arias, Palmer and Pollard",2
72666296,"Wall, Hunter and Chen",1
88049755,"Holloway, Rodriguez and Hopkins",3
38367670,Wood-Lawrence,3
66962618,Wright-Lane,4
45190346,"Vazquez, Johnson and Jones",5
64040615,Rogers Inc,5
70407075,Rodriguez-Taylor,2
66993568,Barker Inc,5
07681752,Beltran-Wright,2
21221279,"Ward, Berry and White",3
01307504,Walters Inc,3
64029566,Campbell and Sons,4
65139561,"Stevens, Riley and Myers",3
03734759,Poole Group,1
37782474,Johnson-Richards,5
15922823,"Quinn, Clark and Hall",5
76802003,"Obrien, Valencia and Jimenez",3
17153676,"Chen, Lane and Walker",5
22760852,Kelley LLC,2
28152460,"Baker, Wise and Morrison",4
08133120,"Brown, Cox and Campbell",3
40240350,Johnson-Evans,3
61504585,Hernandez-Mckenzie,1
79835787,Rich Ltd,1
82998660,Arroyo-Peck,5
68874131,"Garcia, Cantu and Summers",5
45459788,"Collins, Boyer and Henderson",4
07464201,Wilson-Rodriguez,2
35017134,"Turner, Daniels and Roberts",4
64115139,"Ray, Daniels and Baxter",3
84129284,Taylor-Pennington,1
41804025,Sanchez and Sons,5
51815028,Davies-Krueger,3
94323825,Scott-Miller,1
13378691,Jimenez-Michael,4
54672406,Fowler-Burnett,3
30752375,"Frazier, Carlson and Kim",4
71130422,Atkins-Shepherd,2
21900532,Scott-Alexander,1
60018427,Garza-Williams,2
16850316,Stuart Inc,3
01639209,"Baird, Davis and Thomas",5
49292701,Stevens-Reid,1
02911724,Mcintyre Group,2
42806011,Franklin Group,5
09682160,Brown PLC,5
47387225,"Adams, Jennings and Nelson",3
70293401,"Patel, Robertson and Perry",2
55284240,"Day, Robinson and Long",4
46824332,"Romero, Ortiz and Williams",3
06744496,"Moss, Gordon and Torres",2
14384011,Reynolds Inc,1
93650168,"Allen, Graves and Schultz",5
80655411,Garcia LLC,4
16187894,"Anderson, Jefferson and Garcia",3
87937015,Stephens-Hernandez,2
86714037,Mills and Sons,5
70320534,Williams-Kelly,1
62956420,Long Ltd,1
18781052,Ellison LLC,4
68536794,Pearson-Espinoza,1
85933835,Mahoney-Long,1
20326456,"Adams, Cruz and Baker",4
12905669,Moran-Braun,1
64999777,Stone PLC,1
36453894,May-Edwards,4
10971260,Mcbride-Gardner,3
53765413,"Tucker, Brown and Gray",4
56586497,Moore-Jordan,3
19756813,Snow-Morrison,4
64678252,Best-Casey,1
41614037,Esparza LLC,5
89487358,"Boone, Hoffman and Wood",4
26658759,"Hamilton, Bradley and Roberson",1
73709749,"Byrd, Hatfield and Davis",1
45856785,"Davis, Jones and Richardson",5
55361101,Pace-Brennan,4
19004563,"Beard, Anderson and Coleman",1
96795316,Stewart Inc,2
79666978,"Diaz, Jones and Flores",3
32882438,"Moore, Hodges and Robertson",2
08010902,Lopez-Clark,1
68268268,"Perkins, Gutierrez and Gates",3
67020300,Tucker-Hall,3
81017607,Yoder-Wheeler,3
67946686,Randall Ltd,4
93998185,Hall Group,2
32808858,Franklin-Howe,2
35308119,Richard Group,5
03078662,"Moreno, Thomas and Shaw",5
64029016,Crawford-Martin,5
53904188,Burton Inc,2
82670818,Shepherd-Stokes,3
98767489,Evans-Warren,4
47430754,Smith Inc,4
81390830,"Kim, West and Graham",1
16891647,Allen-Baldwin,1
52616365,Cummings-Lamb,2
65122716,"Hicks, Morris and Buchanan",1
34692301,"Bender, Williams and Daniels",5
17210683,Jones-Mcdonald,1
56884500,Padilla Inc,5
20003456,"Casey, Delgado and Harris",1
09850576,Ortiz-Cooper,1
32353280,"Montoya, Moore and Valdez",2
76994142,Zavala PLC,4
88681313,Ward-Johnson,1
87907872,King-White,1
07739606,Wilson-Mcguire,2
24104241,Dixon Ltd,2
47074323,Garcia-Smith,4
70158373,"Wood, Higgins and Macias",3
56919677,Martin Group,4
52348938,"Morris, Sanchez and Brooks",4
