ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
72870,824,gr,639478,volumenCm3
72871,448,gr,616903,pesoGR
72872,976,ml,628052,volumenCm3
72873,350,ml,167616,pesoGR
72874,937,gr,663765,pesoGR
72875,437,ml,971949,pesoGR
72876,622,ml,810914,volumenCm3
72877,358,ml,880469,volumenCm3
72878,485,ml,864733,volumenCm3
72879,246,ml,130389,pesoGR
72880,27,ml,406203,volumenCm3
72881,259,ml,49593,pesoGR
72882,98,ml,831011,pesoGR
72883,59,ml,311764,volumenCm3
72884,368,ml,783778,pesoGR
72885,321,gr,515057,volumenCm3
72886,406,gr,117169,pesoGR
72887,941,ml,984216,volumenCm3
72888,293,gr,708265,volumenCm3
72889,588,gr,779157,pesoGR
72890,32,gr,340716,volumenCm3
72891,190,gr,908299,pesoGR
72892,92,gr,783612,pesoGR
72893,671,ml,651340,pesoGR
72894,997,ml,389897,volumenCm3
72895,739,gr,126435,volumenCm3
72896,980,ml,437898,volumenCm3
72897,493,ml,179136,volumenCm3
72898,480,gr,70520,pesoGR
72899,624,gr,882647,volumenCm3
72900,930,ml,539589,pesoGR
72901,567,ml,945485,volumenCm3
72902,532,gr,770002,pesoGR
72903,594,gr,507673,pesoGR
72904,420,ml,955360,volumenCm3
72905,780,gr,346014,pesoGR
72906,293,gr,540675,volumenCm3
72907,316,ml,769371,pesoGR
72908,915,ml,843918,pesoGR
72909,14,gr,701875,pesoGR
72910,141,ml,65465,volumenCm3
72911,232,ml,522897,pesoGR
72912,692,gr,561984,volumenCm3
72913,481,gr,130749,pesoGR
72914,401,gr,136752,pesoGR
72915,518,gr,726769,pesoGR
72916,51,ml,974919,pesoGR
72917,9,ml,979557,pesoGR
72918,765,ml,518985,pesoGR
72919,729,ml,410068,pesoGR
72920,833,ml,30411,pesoGR
72921,95,ml,212539,volumenCm3
72922,701,gr,70704,volumenCm3
72923,667,ml,840814,pesoGR
72924,203,ml,272004,pesoGR
72925,495,ml,19296,volumenCm3
72926,841,ml,38121,volumenCm3
72927,33,gr,48559,pesoGR
72928,398,ml,200444,pesoGR
72929,202,gr,756642,volumenCm3
72930,161,gr,927838,pesoGR
72931,558,ml,370743,pesoGR
72932,527,ml,603762,volumenCm3
72933,882,gr,473315,pesoGR
72934,770,ml,675856,volumenCm3
72935,46,gr,12869,volumenCm3
72936,708,gr,139013,volumenCm3
72937,352,gr,370039,volumenCm3
72938,606,ml,939317,volumenCm3
72939,70,gr,543676,pesoGR
72940,608,gr,202665,pesoGR
72941,778,ml,592116,volumenCm3
72942,514,gr,527251,volumenCm3
72943,92,gr,617872,pesoGR
72944,750,gr,275488,pesoGR
72945,92,ml,900493,pesoGR
72946,257,ml,506916,pesoGR
72947,808,gr,955510,pesoGR
72948,41,gr,476580,volumenCm3
72949,969,gr,892810,volumenCm3
72950,181,ml,348403,pesoGR
72951,636,ml,481350,volumenCm3
72952,528,ml,599773,volumenCm3
72953,760,gr,811485,pesoGR
72954,732,ml,395470,pesoGR
72955,137,gr,403513,volumenCm3
72956,815,gr,629851,volumenCm3
72957,490,gr,658153,pesoGR
72958,721,gr,677044,volumenCm3
72959,115,gr,846140,volumenCm3
72960,489,gr,334194,volumenCm3
72961,643,ml,984083,volumenCm3
72962,940,ml,490221,volumenCm3
72963,449,gr,949180,pesoGR
72964,927,ml,953037,pesoGR
72965,227,gr,248594,volumenCm3
72966,495,gr,815218,pesoGR
72967,333,gr,244160,pesoGR
72968,605,ml,361140,volumenCm3
72969,254,ml,698047,volumenCm3
72970,236,ml,282922,volumenCm3
72971,225,gr,928873,pesoGR
72972,537,ml,806126,pesoGR
72973,171,gr,900514,volumenCm3
72974,100,gr,908377,pesoGR
72975,92,gr,375991,volumenCm3
72976,879,gr,47455,volumenCm3
72977,196,ml,600348,pesoGR
72978,683,gr,268346,volumenCm3
72979,963,gr,525006,volumenCm3
72980,208,gr,437039,pesoGR
72981,223,ml,863518,pesoGR
72982,489,ml,3594,volumenCm3
72983,666,gr,411139,volumenCm3
72984,922,ml,792298,pesoGR
72985,193,gr,85640,volumenCm3
72986,197,ml,756301,pesoGR
72987,901,gr,545828,pesoGR
72988,175,gr,379744,volumenCm3
72989,46,ml,207148,volumenCm3
72990,54,ml,720321,pesoGR
72991,467,ml,565751,volumenCm3
72992,897,ml,528603,volumenCm3
72993,772,gr,294170,pesoGR
72994,20,ml,791774,pesoGR
72995,947,ml,327428,pesoGR
72996,700,gr,79442,pesoGR
72997,625,ml,889061,volumenCm3
72998,714,ml,351187,volumenCm3
72999,709,gr,477770,pesoGR
73000,208,ml,766390,volumenCm3
73001,425,ml,579565,pesoGR
73002,254,ml,757556,pesoGR
73003,514,gr,294882,pesoGR
73004,832,gr,925276,volumenCm3
73005,901,gr,806286,volumenCm3
73006,30,ml,786528,volumenCm3
73007,385,ml,559385,volumenCm3
73008,816,gr,235015,pesoGR
73009,954,ml,129015,pesoGR
73010,458,gr,49202,pesoGR
73011,577,gr,803073,volumenCm3
73012,382,ml,572499,pesoGR
73013,536,gr,885259,volumenCm3
73014,230,ml,396406,pesoGR
73015,133,gr,178116,pesoGR
73016,754,gr,835305,volumenCm3
73017,323,ml,372172,pesoGR
73018,141,ml,794066,pesoGR
73019,654,ml,271236,volumenCm3
73020,760,gr,46472,pesoGR
73021,112,gr,771429,pesoGR
73022,382,ml,984718,volumenCm3
73023,930,ml,291177,pesoGR
73024,429,gr,456079,volumenCm3
73025,354,ml,824590,pesoGR
73026,152,gr,761688,volumenCm3
73027,491,ml,254934,pesoGR
73028,202,ml,185475,pesoGR
73029,431,ml,359437,volumenCm3
73030,891,ml,514373,pesoGR
73031,521,gr,870968,volumenCm3
73032,933,ml,494305,volumenCm3
73033,485,gr,127358,volumenCm3
73034,893,gr,841254,volumenCm3
73035,774,gr,781809,pesoGR
73036,86,gr,59400,volumenCm3
73037,927,gr,968397,pesoGR
73038,498,gr,146760,volumenCm3
73039,537,gr,127822,pesoGR
73040,561,ml,261698,volumenCm3
73041,940,gr,586516,pesoGR
73042,851,ml,65153,pesoGR
73043,912,ml,780823,volumenCm3
73044,503,gr,930737,pesoGR
73045,857,gr,806216,pesoGR
73046,852,gr,688879,pesoGR
73047,354,gr,890065,volumenCm3
73048,841,ml,435039,volumenCm3
73049,841,gr,406408,volumenCm3
73050,374,gr,748545,volumenCm3
73051,190,ml,221285,pesoGR
73052,122,gr,283072,pesoGR
73053,493,ml,110996,volumenCm3
73054,19,gr,170113,pesoGR
73055,128,gr,414331,pesoGR
73056,158,gr,469166,volumenCm3
73057,634,ml,594360,volumenCm3
73058,716,gr,616294,volumenCm3
73059,633,ml,398604,volumenCm3
73060,376,ml,126214,volumenCm3
73061,631,gr,831675,volumenCm3
73062,902,gr,208520,pesoGR
73063,466,gr,787715,pesoGR
73064,374,ml,574977,volumenCm3
73065,211,gr,157672,pesoGR
73066,826,gr,767158,pesoGR
73067,811,ml,372736,volumenCm3
73068,896,gr,192905,pesoGR
73069,46,gr,80904,pesoGR
73070,322,ml,154464,pesoGR
73071,702,ml,504523,pesoGR
73072,633,gr,696562,pesoGR
73073,792,gr,908082,pesoGR
73074,396,gr,334618,pesoGR
73075,703,gr,19738,pesoGR
73076,751,gr,591429,volumenCm3
73077,393,gr,546567,volumenCm3
73078,612,ml,506739,pesoGR
73079,860,ml,722166,pesoGR
73080,258,gr,90485,pesoGR
73081,631,gr,992619,pesoGR
73082,355,ml,760677,volumenCm3
73083,391,ml,814834,volumenCm3
73084,983,gr,374662,volumenCm3
73085,936,ml,273055,volumenCm3
73086,674,ml,807507,volumenCm3
73087,135,gr,424344,volumenCm3
73088,675,ml,387773,volumenCm3
73089,612,ml,779080,pesoGR
73090,897,ml,870886,pesoGR
73091,515,gr,192313,volumenCm3
73092,703,gr,350054,volumenCm3
73093,270,gr,14441,volumenCm3
73094,151,gr,946185,volumenCm3
73095,530,gr,376268,pesoGR
73096,952,ml,180001,volumenCm3
73097,206,ml,201086,pesoGR
73098,278,ml,380575,volumenCm3
73099,933,ml,468041,pesoGR
73100,846,ml,387806,volumenCm3
73101,718,ml,285121,volumenCm3
73102,768,ml,920310,volumenCm3
73103,24,gr,83260,volumenCm3
73104,602,gr,586169,volumenCm3
73105,750,gr,506682,pesoGR
73106,497,ml,954785,pesoGR
73107,675,gr,666309,pesoGR
73108,702,ml,23603,volumenCm3
73109,736,ml,199566,pesoGR
73110,970,ml,433388,volumenCm3
73111,435,gr,420365,volumenCm3
73112,864,ml,2246,pesoGR
73113,647,gr,395635,pesoGR
73114,719,ml,299087,pesoGR
73115,912,ml,395386,pesoGR
73116,311,ml,920934,pesoGR
73117,913,gr,351056,pesoGR
73118,487,gr,817275,volumenCm3
73119,703,gr,876388,volumenCm3
73120,680,ml,150236,volumenCm3
73121,757,gr,667387,volumenCm3
73122,360,gr,560605,volumenCm3
73123,42,ml,661281,pesoGR
73124,192,gr,103131,pesoGR
73125,881,ml,348909,pesoGR
73126,58,ml,358849,volumenCm3
73127,360,gr,625184,pesoGR
73128,864,gr,468441,pesoGR
73129,681,ml,961297,volumenCm3
73130,601,gr,334619,volumenCm3
73131,932,gr,470912,volumenCm3
73132,471,ml,794778,volumenCm3
73133,182,gr,326314,pesoGR
73134,888,gr,352920,pesoGR
73135,929,ml,181292,pesoGR
73136,796,gr,696711,volumenCm3
73137,544,gr,549683,pesoGR
73138,64,ml,49892,pesoGR
73139,576,gr,930714,pesoGR
73140,917,gr,562409,volumenCm3
73141,907,gr,984824,pesoGR
73142,37,gr,371239,volumenCm3
73143,109,gr,965694,pesoGR
73144,444,gr,73368,pesoGR
73145,685,ml,392636,pesoGR
73146,144,gr,466428,volumenCm3
73147,185,gr,428914,pesoGR
73148,363,gr,604869,pesoGR
73149,707,gr,968158,pesoGR
73150,377,ml,604435,pesoGR
73151,310,gr,408967,pesoGR
73152,190,ml,829136,pesoGR
73153,21,ml,354363,volumenCm3
73154,118,ml,612820,pesoGR
73155,266,ml,984747,volumenCm3
73156,82,ml,746031,pesoGR
73157,975,ml,30409,pesoGR
73158,944,ml,541481,pesoGR
73159,763,gr,418270,volumenCm3
73160,562,gr,54527,pesoGR
73161,709,ml,146109,pesoGR
73162,678,ml,633007,volumenCm3
73163,801,ml,927625,pesoGR
73164,251,ml,917430,pesoGR
73165,279,gr,119354,volumenCm3
73166,893,gr,85239,pesoGR
73167,810,ml,699462,volumenCm3
73168,257,ml,467387,pesoGR
73169,825,gr,395300,pesoGR
73170,317,ml,833851,volumenCm3
73171,788,gr,130616,volumenCm3
73172,215,gr,3533,volumenCm3
73173,592,gr,489929,pesoGR
73174,163,ml,460140,pesoGR
73175,686,gr,955888,volumenCm3
73176,708,gr,25739,pesoGR
73177,605,ml,601656,volumenCm3
73178,555,gr,396081,volumenCm3
73179,139,ml,271534,volumenCm3
73180,349,ml,507652,volumenCm3
73181,353,gr,437886,volumenCm3
73182,30,gr,569147,pesoGR
73183,502,ml,204307,pesoGR
73184,726,ml,254108,pesoGR
73185,350,gr,756090,volumenCm3
73186,194,gr,353433,pesoGR
73187,783,ml,530595,volumenCm3
73188,206,gr,925615,pesoGR
73189,826,ml,201923,volumenCm3
73190,147,gr,113260,volumenCm3
73191,368,gr,710128,pesoGR
73192,155,ml,511391,volumenCm3
73193,669,gr,844860,volumenCm3
73194,859,gr,350290,pesoGR
73195,682,gr,380271,pesoGR
73196,122,gr,801933,volumenCm3
73197,972,gr,666834,volumenCm3
73198,742,ml,735623,volumenCm3
73199,76,ml,626658,volumenCm3
73200,524,gr,612891,volumenCm3
73201,638,gr,506465,pesoGR
73202,785,gr,910084,pesoGR
73203,253,ml,884539,volumenCm3
73204,525,gr,518270,pesoGR
73205,987,ml,461423,volumenCm3
73206,383,gr,127856,pesoGR
73207,499,gr,284918,volumenCm3
73208,506,gr,577905,volumenCm3
73209,429,ml,963261,pesoGR
73210,801,ml,128322,pesoGR
73211,698,ml,388352,volumenCm3
73212,929,gr,566521,volumenCm3
73213,154,ml,976476,pesoGR
73214,232,gr,77351,volumenCm3
73215,428,gr,39475,pesoGR
73216,618,ml,168820,pesoGR
73217,715,ml,962917,volumenCm3
73218,825,gr,974741,volumenCm3
73219,341,gr,621133,volumenCm3
73220,208,gr,516563,pesoGR
73221,566,gr,864222,volumenCm3
73222,351,gr,2903,volumenCm3
73223,988,ml,185210,pesoGR
73224,36,ml,195802,volumenCm3
73225,750,gr,61511,pesoGR
73226,175,ml,318825,pesoGR
73227,730,ml,314549,pesoGR
73228,659,ml,356927,volumenCm3
73229,542,gr,192463,pesoGR
73230,57,gr,958494,volumenCm3
73231,44,gr,622288,pesoGR
73232,631,ml,723578,pesoGR
73233,217,gr,868936,pesoGR
73234,738,gr,807822,volumenCm3
73235,258,ml,134197,pesoGR
73236,264,ml,569473,volumenCm3
73237,775,gr,487180,pesoGR
73238,814,gr,971058,pesoGR
73239,564,gr,534899,pesoGR
73240,504,gr,759600,pesoGR
73241,542,ml,431639,volumenCm3
73242,523,gr,582378,pesoGR
73243,855,gr,218061,volumenCm3
73244,5,ml,695530,volumenCm3
73245,549,gr,678982,volumenCm3
73246,387,ml,449996,pesoGR
73247,981,ml,937531,volumenCm3
73248,189,gr,937692,pesoGR
73249,263,ml,580978,volumenCm3
73250,102,ml,337847,volumenCm3
73251,25,ml,679556,volumenCm3
73252,963,ml,396158,volumenCm3
73253,49,ml,206380,pesoGR
73254,708,ml,432818,volumenCm3
73255,868,gr,666166,pesoGR
73256,862,ml,60444,pesoGR
73257,428,gr,88891,pesoGR
73258,107,gr,667811,volumenCm3
73259,730,gr,22067,volumenCm3
73260,730,ml,996984,pesoGR
73261,207,ml,458767,volumenCm3
73262,93,gr,331378,pesoGR
73263,727,ml,758235,volumenCm3
73264,130,gr,877434,pesoGR
73265,785,gr,765198,volumenCm3
73266,444,gr,114924,volumenCm3
73267,161,ml,396483,pesoGR
73268,819,gr,185662,volumenCm3
73269,73,gr,54161,pesoGR
73270,35,gr,226600,pesoGR
73271,683,gr,909156,pesoGR
73272,422,gr,957866,volumenCm3
73273,778,gr,34464,volumenCm3
73274,504,ml,154402,pesoGR
73275,769,ml,35670,pesoGR
73276,806,ml,250204,volumenCm3
73277,679,gr,907448,pesoGR
73278,400,gr,285941,volumenCm3
73279,781,gr,680907,pesoGR
73280,137,gr,671818,volumenCm3
73281,116,gr,370270,pesoGR
73282,730,ml,717762,pesoGR
73283,990,gr,238041,volumenCm3
73284,62,ml,901112,volumenCm3
73285,303,ml,859446,volumenCm3
73286,371,ml,862323,volumenCm3
73287,783,ml,313040,volumenCm3
73288,519,gr,246412,volumenCm3
73289,885,gr,537754,pesoGR
73290,73,gr,572179,pesoGR
73291,227,gr,199249,volumenCm3
73292,703,ml,738014,pesoGR
73293,14,gr,32347,pesoGR
73294,98,ml,226128,pesoGR
73295,160,ml,731228,pesoGR
73296,922,ml,558142,volumenCm3
73297,20,gr,897999,volumenCm3
73298,972,gr,136457,volumenCm3
73299,795,gr,561461,pesoGR
73300,72,gr,154704,volumenCm3
73301,509,ml,590177,pesoGR
73302,349,ml,183894,pesoGR
73303,429,gr,847070,volumenCm3
73304,498,gr,256645,pesoGR
73305,604,ml,275489,pesoGR
73306,787,gr,403056,volumenCm3
73307,776,ml,343472,volumenCm3
73308,560,gr,369830,pesoGR
73309,379,ml,17355,pesoGR
73310,585,ml,995164,pesoGR
73311,538,gr,249363,volumenCm3
73312,673,ml,574123,volumenCm3
73313,635,ml,137281,volumenCm3
73314,710,ml,210197,volumenCm3
73315,720,gr,813277,volumenCm3
73316,685,gr,586793,pesoGR
73317,889,gr,563929,volumenCm3
73318,645,gr,491373,volumenCm3
73319,882,ml,971802,volumenCm3
73320,70,ml,471874,volumenCm3
73321,84,ml,395911,volumenCm3
73322,423,ml,455736,volumenCm3
73323,426,gr,157431,volumenCm3
73324,2,gr,513655,volumenCm3
73325,799,ml,617293,volumenCm3
73326,860,ml,737340,pesoGR
73327,141,gr,214586,pesoGR
73328,591,gr,767808,volumenCm3
73329,300,ml,491969,volumenCm3
73330,270,ml,599749,volumenCm3
73331,52,ml,301300,volumenCm3
73332,328,ml,397747,volumenCm3
73333,421,gr,810801,pesoGR
73334,151,ml,18204,pesoGR
73335,120,gr,583324,volumenCm3
73336,321,gr,43497,pesoGR
73337,422,ml,1241,volumenCm3
73338,506,gr,296865,volumenCm3
73339,197,ml,709426,pesoGR
73340,856,gr,545898,volumenCm3
73341,304,gr,797814,pesoGR
73342,689,ml,650352,volumenCm3
73343,862,ml,946815,pesoGR
73344,928,gr,982814,volumenCm3
73345,728,gr,268171,volumenCm3
73346,921,ml,243188,pesoGR
73347,922,ml,259730,volumenCm3
73348,863,ml,804033,volumenCm3
73349,680,gr,585723,pesoGR
73350,466,gr,856996,pesoGR
73351,629,ml,902309,pesoGR
73352,288,ml,731035,pesoGR
73353,823,gr,542578,volumenCm3
73354,275,ml,414578,pesoGR
73355,381,ml,838407,volumenCm3
73356,531,gr,950007,pesoGR
73357,218,gr,524445,pesoGR
73358,45,gr,804204,pesoGR
73359,787,ml,146721,pesoGR
73360,241,gr,760155,pesoGR
73361,2,gr,586896,volumenCm3
73362,171,gr,36020,pesoGR
73363,975,gr,200852,volumenCm3
73364,254,gr,182492,volumenCm3
73365,402,gr,819177,volumenCm3
73366,697,ml,46919,volumenCm3
73367,867,gr,999736,volumenCm3
73368,391,ml,293900,pesoGR
73369,627,ml,749368,pesoGR
73370,210,gr,172349,volumenCm3
73371,791,gr,558872,pesoGR
73372,573,ml,811849,pesoGR
73373,716,gr,732165,volumenCm3
73374,626,gr,58985,volumenCm3
73375,477,gr,219240,pesoGR
73376,83,ml,310139,volumenCm3
73377,522,ml,879942,pesoGR
73378,717,gr,236040,volumenCm3
73379,331,gr,359148,volumenCm3
73380,919,ml,445427,volumenCm3
73381,610,ml,877928,pesoGR
73382,72,ml,345298,volumenCm3
73383,245,gr,915422,volumenCm3
73384,28,ml,880912,volumenCm3
73385,800,ml,846439,volumenCm3
73386,28,ml,573257,volumenCm3
73387,127,gr,763035,pesoGR
73388,714,gr,402652,volumenCm3
73389,692,ml,237390,volumenCm3
73390,634,gr,538743,volumenCm3
73391,899,ml,791472,pesoGR
73392,220,ml,303547,pesoGR
73393,990,gr,451391,pesoGR
73394,835,ml,72783,pesoGR
73395,906,gr,146930,pesoGR
73396,384,gr,321497,pesoGR
73397,950,ml,900825,pesoGR
73398,374,gr,54731,volumenCm3
73399,397,ml,123649,pesoGR
73400,135,gr,511828,pesoGR
73401,351,gr,604163,volumenCm3
73402,269,gr,841481,volumenCm3
73403,931,gr,614752,volumenCm3
73404,913,ml,711929,pesoGR
73405,686,gr,591338,volumenCm3
73406,826,ml,24734,pesoGR
73407,209,gr,693774,pesoGR
73408,376,gr,536337,pesoGR
73409,158,ml,606198,volumenCm3
73410,597,ml,923921,pesoGR
73411,278,ml,219647,volumenCm3
73412,388,ml,192097,pesoGR
73413,649,gr,173548,volumenCm3
73414,815,gr,907370,pesoGR
73415,343,gr,476819,pesoGR
73416,986,gr,553911,volumenCm3
73417,811,gr,701894,volumenCm3
73418,295,gr,369713,pesoGR
73419,978,gr,626347,volumenCm3
73420,641,gr,707203,pesoGR
73421,408,ml,787246,volumenCm3
73422,390,ml,836817,pesoGR
73423,829,gr,453203,volumenCm3
73424,334,gr,991449,volumenCm3
73425,726,gr,33273,pesoGR
73426,727,gr,212688,pesoGR
73427,996,ml,740422,volumenCm3
73428,790,gr,111240,volumenCm3
73429,5,ml,407985,volumenCm3
73430,619,ml,807201,pesoGR
73431,993,gr,665635,volumenCm3
73432,195,gr,161071,volumenCm3
73433,784,gr,69837,volumenCm3
73434,612,ml,845273,pesoGR
73435,954,gr,162913,pesoGR
73436,197,gr,174405,volumenCm3
73437,941,ml,112876,pesoGR
73438,477,ml,886361,pesoGR
73439,884,gr,214219,pesoGR
73440,617,ml,449052,volumenCm3
73441,428,gr,227415,volumenCm3
73442,232,gr,718047,pesoGR
73443,431,ml,312638,pesoGR
73444,449,gr,853469,volumenCm3
73445,592,gr,891150,pesoGR
73446,589,gr,143954,pesoGR
73447,109,ml,171583,volumenCm3
73448,575,ml,59254,pesoGR
73449,857,gr,557152,volumenCm3
73450,129,gr,858378,pesoGR
73451,890,gr,59005,volumenCm3
73452,369,gr,262504,volumenCm3
73453,254,gr,2165,pesoGR
73454,505,ml,524499,pesoGR
73455,912,ml,939048,volumenCm3
73456,97,gr,707887,pesoGR
73457,907,gr,991024,pesoGR
73458,808,ml,658438,volumenCm3
73459,557,gr,323214,volumenCm3
73460,970,gr,643201,pesoGR
73461,23,ml,460270,pesoGR
73462,129,gr,222258,pesoGR
73463,377,gr,475851,volumenCm3
73464,880,gr,191646,pesoGR
73465,251,gr,411408,volumenCm3
73466,921,ml,36985,pesoGR
73467,437,ml,688779,pesoGR
73468,581,ml,405024,pesoGR
73469,586,ml,621120,pesoGR
73470,338,ml,287560,pesoGR
73471,752,gr,402796,volumenCm3
73472,754,gr,51642,volumenCm3
73473,511,ml,35425,pesoGR
73474,680,ml,231812,volumenCm3
73475,106,ml,484679,volumenCm3
73476,804,ml,827601,volumenCm3
73477,207,gr,825573,pesoGR
73478,369,ml,685112,volumenCm3
73479,716,ml,693722,pesoGR
73480,168,gr,776790,pesoGR
73481,820,gr,801165,pesoGR
73482,281,gr,959508,pesoGR
73483,289,gr,615641,volumenCm3
73484,980,ml,960949,pesoGR
73485,596,ml,803139,pesoGR
73486,9,gr,19260,pesoGR
73487,96,ml,463726,volumenCm3
73488,832,ml,497746,pesoGR
73489,937,gr,122477,pesoGR
73490,195,ml,8363,pesoGR
73491,989,gr,809609,pesoGR
73492,871,ml,443775,volumenCm3
73493,368,gr,207910,volumenCm3
73494,289,ml,916547,pesoGR
73495,861,ml,937258,volumenCm3
73496,916,gr,55629,pesoGR
73497,546,gr,517537,pesoGR
73498,683,gr,304769,pesoGR
73499,987,ml,413191,volumenCm3
73500,130,ml,807802,volumenCm3
73501,737,ml,304928,volumenCm3
73502,967,ml,148274,pesoGR
73503,341,ml,854400,pesoGR
73504,100,ml,482182,volumenCm3
73505,997,gr,998473,pesoGR
73506,733,gr,406180,volumenCm3
73507,975,ml,437930,pesoGR
73508,44,gr,931260,volumenCm3
73509,247,gr,499576,volumenCm3
73510,247,ml,894445,volumenCm3
73511,798,gr,699098,volumenCm3
73512,875,gr,309515,pesoGR
73513,419,ml,933307,volumenCm3
73514,678,gr,173735,volumenCm3
73515,804,gr,408667,pesoGR
73516,31,ml,552342,volumenCm3
73517,333,gr,7098,pesoGR
73518,48,ml,310795,volumenCm3
73519,136,ml,492450,pesoGR
73520,767,gr,684323,pesoGR
73521,806,ml,772826,pesoGR
73522,305,gr,648733,volumenCm3
73523,196,gr,744777,pesoGR
73524,827,gr,500387,volumenCm3
73525,711,gr,132817,pesoGR
73526,149,gr,166179,volumenCm3
73527,83,ml,422911,volumenCm3
73528,764,ml,681742,volumenCm3
73529,632,ml,969495,pesoGR
73530,75,ml,763751,pesoGR
73531,717,ml,813198,pesoGR
73532,193,ml,861977,pesoGR
73533,126,gr,959133,volumenCm3
73534,650,ml,175893,pesoGR
73535,718,ml,254769,pesoGR
73536,440,gr,552154,volumenCm3
73537,808,gr,416664,volumenCm3
73538,715,ml,642069,volumenCm3
73539,980,ml,141957,volumenCm3
73540,973,ml,508670,volumenCm3
73541,654,ml,136622,volumenCm3
73542,61,gr,218337,pesoGR
73543,33,ml,365493,pesoGR
73544,694,gr,847894,pesoGR
73545,996,gr,427355,volumenCm3
73546,216,gr,171915,pesoGR
73547,529,gr,338276,volumenCm3
73548,747,gr,915732,pesoGR
73549,432,gr,741968,volumenCm3
73550,503,ml,798351,pesoGR
73551,333,ml,936251,volumenCm3
73552,148,ml,330184,pesoGR
73553,823,gr,29416,pesoGR
73554,975,ml,266366,volumenCm3
73555,301,gr,206781,volumenCm3
73556,818,ml,941957,volumenCm3
73557,722,gr,841044,volumenCm3
73558,202,ml,470510,volumenCm3
73559,143,gr,210987,volumenCm3
73560,970,gr,888648,volumenCm3
73561,532,gr,989537,pesoGR
73562,87,ml,273122,pesoGR
73563,631,gr,542084,pesoGR
73564,74,ml,482620,volumenCm3
73565,590,ml,652014,pesoGR
73566,647,ml,622193,volumenCm3
73567,620,ml,240404,pesoGR
73568,212,gr,270861,volumenCm3
73569,910,gr,554085,pesoGR
73570,493,ml,706527,pesoGR
73571,835,gr,656347,volumenCm3
73572,108,ml,338980,pesoGR
73573,489,gr,818799,volumenCm3
73574,53,ml,619049,pesoGR
73575,646,ml,373968,volumenCm3
73576,14,ml,638019,pesoGR
73577,414,ml,705566,pesoGR
73578,979,ml,566068,pesoGR
73579,60,ml,239954,pesoGR
73580,102,gr,167147,volumenCm3
73581,68,gr,766848,volumenCm3
73582,597,gr,501444,pesoGR
73583,968,ml,642682,volumenCm3
73584,924,ml,805240,pesoGR
73585,278,ml,773278,pesoGR
73586,574,gr,176092,pesoGR
73587,459,ml,316966,volumenCm3
73588,926,ml,407030,volumenCm3
73589,840,ml,427608,volumenCm3
73590,23,gr,251126,volumenCm3
73591,464,gr,526827,pesoGR
73592,293,gr,528475,pesoGR
73593,112,ml,743762,pesoGR
73594,760,gr,645792,volumenCm3
73595,45,gr,148677,pesoGR
73596,914,gr,114883,volumenCm3
73597,204,ml,917070,pesoGR
73598,680,gr,695639,volumenCm3
73599,605,gr,128959,pesoGR
73600,244,gr,62636,volumenCm3
73601,946,ml,611179,pesoGR
73602,36,gr,705913,pesoGR
73603,872,gr,331272,pesoGR
73604,78,ml,435300,pesoGR
73605,453,gr,353493,pesoGR
73606,29,ml,727039,volumenCm3
73607,714,gr,312075,pesoGR
73608,704,gr,758866,pesoGR
73609,106,gr,888954,volumenCm3
73610,688,ml,169567,volumenCm3
73611,439,ml,68042,pesoGR
73612,514,ml,402095,volumenCm3
73613,341,ml,39216,pesoGR
73614,721,gr,548183,pesoGR
73615,404,ml,854044,pesoGR
73616,320,gr,28626,volumenCm3
73617,269,gr,753534,volumenCm3
73618,436,ml,902588,pesoGR
73619,338,ml,652816,pesoGR
73620,948,gr,699585,volumenCm3
73621,103,ml,545650,pesoGR
73622,368,gr,77099,pesoGR
73623,509,ml,626081,pesoGR
73624,121,gr,54974,volumenCm3
73625,662,gr,977316,volumenCm3
73626,759,gr,682846,volumenCm3
73627,595,gr,35704,volumenCm3
73628,323,ml,700928,pesoGR
73629,75,gr,766842,pesoGR
73630,453,ml,776493,pesoGR
73631,231,gr,587682,pesoGR
73632,916,gr,623279,pesoGR
73633,204,ml,529453,volumenCm3
73634,108,ml,204866,pesoGR
73635,272,gr,308543,pesoGR
73636,585,gr,37124,volumenCm3
73637,440,gr,644644,pesoGR
73638,594,gr,248033,pesoGR
73639,556,gr,173547,pesoGR
73640,129,ml,616517,pesoGR
73641,174,ml,535399,volumenCm3
73642,597,ml,266737,volumenCm3
73643,265,gr,836568,volumenCm3
73644,51,ml,362769,volumenCm3
73645,211,ml,334884,pesoGR
73646,983,ml,138634,volumenCm3
73647,275,ml,371035,pesoGR
73648,241,gr,635854,volumenCm3
73649,551,ml,769238,volumenCm3
73650,475,ml,14228,volumenCm3
73651,146,ml,73425,volumenCm3
73652,808,gr,383276,volumenCm3
73653,690,gr,48127,volumenCm3
73654,203,gr,251563,pesoGR
73655,498,ml,3135,volumenCm3
73656,897,gr,981673,volumenCm3
73657,553,ml,480073,volumenCm3
73658,881,gr,410987,volumenCm3
73659,242,ml,942642,pesoGR
73660,637,ml,24376,pesoGR
73661,460,ml,175903,volumenCm3
73662,840,gr,817427,volumenCm3
73663,979,gr,905058,pesoGR
73664,276,ml,919718,pesoGR
73665,358,ml,544979,pesoGR
